,date,user_id,username,tweet
763,2022-02-16 16:06:13,982719351244472320,cryptoecongames," SIngapore numbers wrt vaccinated vs unvaccinated hopsitalisation/ICU admission rates, mostly Pre omicron, mostly PCR confirmed.  5 fold reduction in ICU/death rates.  Those 500K people are racking up 5X costs.     "
762,2022-02-16 16:10:15,416335675,FaalahElla,"It’s like the government purposely ease the restrictions to allow more people to get the virus and recover… while the healthcare sector suffer to look after these people. And once most of the population have recovered from covid, we’d have lesser new cases in future."
761,2022-02-16 16:11:25,416335675,FaalahElla,Because once you’ve recovered from covid… your immunity level goes up and it can last up to 5 years. HMMMMMMMMMMMMMM Smart ah Singapore gahmen.
760,2022-02-16 16:12:37,1131352537,STForeignDesk,"Omicron surge was more deadly in Japan after booster delay, critics say  "
759,2022-02-16 16:19:04,982719351244472320,cryptoecongames," It's non zero, for sure.  But covid is particularly expensive because costs of repsiratory disease are absolute highest ICU cost.  Single ventilator requires something 10-12 people. Don't get me started on ECMO   "
758,2022-02-16 16:28:49,702487766,asmawisham,General : AstraZeneca fulfills commitment to deliver 6.4 mil COVID-19 vaccine doses to Malaysia  
756,2022-02-16 16:45:00,41085467,TODAYonline,China's potential mRNA Covid vaccine weaker against Omicron: Study    
755,2022-02-16 16:45:02,1181472344,BusinessTimes,HC Surgical clinic granted licence to provide Covid-19 testing  
754,2022-02-16 16:48:24,982719351244472320,cryptoecongames," Don't agree with everything he says, but he sees the vast majority of the most current data.  He is definitely on the side of the ""chicken Little sky is falling"" spectrum tho.  I don't think we will know scientifically what covid is for another 3-5 years.  Feels like early HIV"
753,2022-02-16 16:49:00,1370363789481156609,xiaojundesuu,my dad got covid too  now in my house the last ones standing are me and my mum  GOD BLESS
752,2022-02-16 16:49:20,198892292,OVO_Amber,So many people I know are covid + lehsisjskshsjeshe
751,2022-02-16 16:49:33,41085467,TODAYonline,"Waning approval for Asean governments' handling of Covid-19, survey finds    "
750,2022-02-16 16:49:36,286200084,shuklap,    Delhi is the only state in India where WHO recommended ratio of Bed VS population is met.  Covid was pandemic world super powers could not handle it. But Arvind Kejriwal fought Modi and got oxigen for #Delhi   
749,2022-02-16 16:51:33,554084172,Cloverstar81,Tested Covid-Positive Today  
748,2022-02-16 16:53:21,932002760,simpu5116,"Dear  and   As the covid is becoming a normal flu like symptom, whats the chance that my wife, a sputnik receiver, can come to singapore. She has a valid visa.   Can she go for serology test n allowed based on that?  Thank you"
747,2022-02-16 16:55:44,1392411925670088707,helplingsg,How should you disinfect your home post-Covid home recovery? Check out our article sharing some tips on how you can disinfect your home after your isolation order &gt;&gt;   🦠🧼  
746,2022-02-16 17:00:00,973358048738729984,GermanyinSGP,"🇩🇪 The German #labourmarket remains stable even during the #Omicron wave.  Although the number of unemployed rose compared to December, it remained well below the comparable figures for January 2021. You can find the numbers here 👇 (tb)   #NewsDE"
745,2022-02-16 17:00:06,37874853,straits_times,"Covid-19 has placed diagnostic tools at the forefront, but more must be done: Kenneth Mak  "
744,2022-02-16 17:00:30,1285147915141316615,growyourbest,UK ministers press ahead with plan to wind down Covid testing  
743,2022-02-16 17:00:32,34565395,thenewpaper,BTS' V and other K-pop stars test positive for Covid-19  
742,2022-02-16 17:02:34,893688007571550208,ndamn_,i may have covid. May not 😳
741,2022-02-16 17:07:05,38400130,ChannelNewsAsia,Malaysia health minister Khairy refutes claims that his son was injected with air instead of COVID-19 vaccine    
740,2022-02-16 17:07:10,767717104866832384,thelordkesh,yup covid definitely fked my body up
739,2022-02-16 17:08:56,119626952,mcdriskill,"Very pleased to be awarded the ""Outstanding Achievement Award"" for opinion writing on aviation, COVID and the environment. The awards are sponsored by companies like Boeing, CAE, Collins Aerospace, Pratt &amp; Whitney and more. To read the Viewpoint opinions,… "
738,2022-02-16 17:10:29,1272057267727130626,Wellon_Chou,BTS’s V Tests Positive For COVID-19  
737,2022-02-16 17:12:32,76242804,ST_LifeTweets,BTS' V and other K-pop stars test positive for Covid-19  
736,2022-02-16 17:12:33,106941268,viiieeeraa, Fenny positive covid ke?
735,2022-02-16 17:15:00,41085467,TODAYonline,"South Korea's daily Covid-19 count tops 90,000, basketball league halted    "
734,2022-02-16 17:15:32,34565395,thenewpaper,"Covid-19 has placed diagnostic tools at the forefront, but more must be done: Kenneth Mak  "
733,2022-02-16 17:15:33,967279476,spore8ge,"Omicron surge was more deadly in Japan after COVID-19 booster delay, critics say    "
732,2022-02-16 17:17:24,14081775,AskRealtorMani,"Short AstraZeneca shelf life complicates Covid-19 vaccine roll-out to world's poorest  February 16, 2022 2:30 PMMore than 250 million of AstraZeneca's shots left factories with less than two-and-a-half months before expiry.     "
731,2022-02-16 17:29:48,97044554,Jaarfuckingvis,I wonder if they’re selling EZ Link cards for Covid now with free $19 top up for those with Covid 19.  
730,2022-02-16 17:30:31,14256748,ishanul,got this from a friend. For me this seems an exact match with my timeline. #Omicron  
729,2022-02-16 17:32:37,2656441698,PatientsEngage,What are the long term effects of #COVID-19 #vaccination in those with #autoimmune #rheumatic diseases? Please spare 5 minutes to help #researchers answer this question.     
728,2022-02-16 17:33:33,37874853,straits_times,Asia's militaries hunt for smart buys amid Covid-19 funding crunch  
727,2022-02-16 17:36:38,817225741548957696,Fmacdonald1985," So more than double the cases per 100,000 people when compared to the UK which has no Covid restrictions…."
726,2022-02-16 17:37:18,1270975299778306048,hajarfernandez,"why do some people want covid so bad .. tak faham aku, giler sia ni orang nak covid"
725,2022-02-16 17:41:33,38400130,ChannelNewsAsia,"Overall situation in healthcare system ""remains stable"", says MOH, even as daily COVID-19 case numbers remain high    "
724,2022-02-16 17:42:55,44659911,tangenghui,CNA and TODAy app has broadcasted new updates on Singapore's COVID-19 measures!
723,2022-02-16 17:43:05,38400130,ChannelNewsAsia,Singapore to simplify COVID-19 rules; safe distancing no longer required when wearing masks    
722,2022-02-16 17:43:34,143820744,seulgisdrylips,soo we're moving even more steadily into living with covid arrangement
721,2022-02-16 17:45:00,41085467,TODAYonline,BTS to hit the stage in South Korea for first time since Covid began    
720,2022-02-16 17:45:00,75236298,omicron_gooner," A perpetual motion machine (well, almost) ;)"
719,2022-02-16 17:45:15,38400130,ChannelNewsAsia,Singapore is simplifying COVID-19 rules for safe management measures. What you need to know:    
718,2022-02-16 17:45:40,41085467,TODAYonline,"More Covid-19 patients can be managed by GPs, including all aged 3 to 69 regardless of vaccination status    "
717,2022-02-16 17:45:59,1443856985355472903,TeppeiNitobe,Singapore to simplify COVID-19 rules; safe distancing no longer required when wearing masks
716,2022-02-16 17:47:33,74955925,prodigalgeek,"""Singapore's new COVID-19 cases are expected to remain at between 15,000 and 20,000 or even higher a day, said Mr Gan. But cases are expected to peak in a few weeks. ""  So why are we simplifying the rules NOW and not ""in a few weeks"" smh"
715,2022-02-16 17:48:32,934959652797739008,moneyfm893,"Singapore to streamline Covid-19 recovery, testing protocols to 'adapt to Omicron'  "
714,2022-02-16 17:49:12,1059972402,MHamiddiHurairi, +ve covid?
713,2022-02-16 17:49:24,45295624,EricssenWen,"Singapore will simplify its COVID-19 rules and do away with the requirement for safe distancing in mask-on settings, the multi-ministry task force announced on Wednesday (Feb 16).   "
712,2022-02-16 17:49:31,10872822,sehof,"Singapore to simplify Covid-19 rules for gatherings, travel and workplaces, paving way for future easing – The Straits Times  "
711,2022-02-16 17:49:34,168385511,lynnylchan,But stay away from me anyway. From CNA: Singapore to simplify COVID-19 rules; safe distancing no longer required when wearing masks  
710,2022-02-16 17:49:35,1181472344,BusinessTimes,"[JUST IN] Singapore to streamline Covid-19 recovery, testing protocols to ‘adapt to Omicron’     "
709,2022-02-16 17:50:19,1181472344,BusinessTimes,"[JUST IN] Singapore simplifies Covid-19 border measures; new VTLs with Hong Kong, Philippines, among others     "
708,2022-02-16 17:50:58,44290654,yperic,Singapore to simplify COVID-19 rules; safe distancing no longer required when wearing masks  
707,2022-02-16 17:51:08,38400130,ChannelNewsAsia,COVID-19 rostered routine testing no longer required for most workers from Feb 18    
706,2022-02-16 17:51:10,38400130,ChannelNewsAsia,"Healthcare system remains stable despite high number of COVID-19 cases, says Gan Kim Yong    "
705,2022-02-16 17:52:22,44290654,yperic,Close contacts of COVID-19 cases to self-monitor for 5 days instead of 7 under revised 'health risk notice'  
704,2022-02-16 17:52:33,34565395,thenewpaper,Healthcare and eldercare sectors must continue with rostered routine testing for Covid-19  
703,2022-02-16 17:53:18,44290654,yperic,COVID-19 rostered routine testing no longer required for most workers from Feb 18  
702,2022-02-16 17:53:59,44290654,yperic,"Healthcare system remains stable despite high number of COVID-19 cases, says Gan Kim Yong  "
701,2022-02-16 17:54:34,1271630863,tan1872001,"Singapore to streamline Covid-19 recovery, testing protocols to 'adapt to Omicron'     SINGAPORE is simplifying..."
700,2022-02-16 17:56:37,19013879,asiaonecom,"Singapore to simplify Covid-19 rules for gatherings, travel and workplaces    "
699,2022-02-16 18:00:06,34565395,thenewpaper,"Singapore to simplify Covid-19 rules for gatherings, travel and workplaces, paving way for future easing  "
698,2022-02-16 18:00:08,34565395,thenewpaper,More Omicron patients can self-isolate at home without seeing a doctor  
697,2022-02-16 18:00:09,34565395,thenewpaper,Close contacts of confirmed Covid-19 cases to have shorter monitoring period as HRW is replaced  
696,2022-02-16 18:00:46,44290654,yperic,No plans to require second Covid-19 booster shot in Singapore: Kenneth Mak  
695,2022-02-16 18:03:25,115624161,YahooSG,"Xi Jinping has called for HK to take ""all necessary measures"" to control the Omicron wave.    "
694,2022-02-16 18:03:40,188347682,temptempholder,"On Tuesday (Feb 15), Japan saw 236 new fatalities, its worst ever one-day toll from Covid-19"
693,2022-02-16 18:05:00,62717612,AkosiBonjing,Close contacts of Covid-19 cases to have shorter monitoring period of 5 days | The Straits Times  
692,2022-02-16 18:05:36,71149118,airplanetalk, It was planned this way. To be a smaller show and for invitees only unlike the past where biz visitors could buy tickets at the venue. Also public can't visit. Obviously this scaled down version of due to covid but at least we have a show happening and some biz is getting done.
691,2022-02-16 18:06:34,37874853,straits_times,"S'pore to simplify Covid-19 rules for gatherings, travel; up to 5 household visitors allowed at any one time per day  "
690,2022-02-16 18:06:36,37874853,straits_times,Healthcare and eldercare sectors must continue with rostered routine testing for Covid-19  
689,2022-02-16 18:06:41,37874853,straits_times,More Covid-19 Omicron patients can self-isolate at home without seeing a doctor  
688,2022-02-16 18:06:42,37874853,straits_times,Close contacts of Covid-19 cases to have shorter monitoring period of 5 days  
687,2022-02-16 18:06:46,37874853,straits_times,Fully vaccinated nursing home residents with no or mild Covid-19 symptoms allowed to recover on-site  
686,2022-02-16 18:06:48,37874853,straits_times,No plans to require second Covid-19 booster shot in Singapore: Kenneth Mak  
685,2022-02-16 18:09:57,367303385,lizharihta,"Allah itu Ya-Barik, yang Maha merancang. I felt like, He made me went through this Covid-19 phase to really let me rest. I quit my job &amp; I thought 2-weeks was enough rest, He made me rest another week, like literally rest, and now with a clearer mind. Alhamdulillah. 💛"
684,2022-02-16 18:10:52,84022220,Irukafishy,  I do hope we can still keep it in control.. omicron is spreading quite badly.
683,2022-02-16 18:12:33,35175760,hwsoh,COVID-19 rostered routine testing no longer required for most workers from Feb 18  
682,2022-02-16 18:14:35,1106075849063710720,RCMjournal,#RCM - Vol. 21 No.2  ✏️Case Report  High thrombus burden despite thrombolytic therapy in #ST_elevationMyocardialInfarction in a patient with #COVID_19  For more information:    
681,2022-02-16 18:15:14,188347682,temptempholder,Today new rules of Singapore covid......  Really is follow the world trend !  
680,2022-02-16 18:17:41,115624161,YahooSG,"Singapore's 20,000 new COVID cases were expected, Omicron wave may peak in few weeks  "
679,2022-02-16 18:18:35,19013879,asiaonecom,No plans for second Covid-19 booster jab in Singapore: Kenneth Mak    
678,2022-02-16 18:19:32,34565395,thenewpaper,Fully vaccinated nursing home residents with no or mild Covid-19 symptoms allowed to recover on-site  
677,2022-02-16 18:19:34,34565395,thenewpaper,No plans to require second Covid-19 booster shot in Singapore: Kenneth Mak  
676,2022-02-16 18:24:11,10872822,sehof,7-day Health Risk Warning for close contacts of Covid-19 cases to be replaced with Health Risk Notice having a shorter monitoring period of 5 days – The Straits Times  
675,2022-02-16 18:29:04,41085467,TODAYonline,Covid-19 rules 'streamlined' to prepare S'pore for easing when Omicron wave subsides: Ong Ye Kung    
674,2022-02-16 18:30:22,1971999876,pwinchessyana,congrats ng tze yong!!! couldnt believe that he made it!!!!!!!! i mean??????? covid fighter beb #BATC2022
673,2022-02-16 18:30:34,588551732,JonahBlank,"Intrepid #journalists venture outside the #Olympics bubble ""to see a part of real China"": -A mythical structure known as the ""Great Wall."" Which nobody has ever been permitted to visit.   (Give or take 10 million per year, before Covid. Reportedly, including several foreigners).  "
672,2022-02-16 18:32:12,27378369,Chinesepop,"Singapore to simplify Covid-19 rules for gatherings, travel and workplaces, paving way for future easing   #readOnTNP via "
671,2022-02-16 18:32:15,471472211,Isabella_YL,"Watching two little boys running towards each other while shouting ""Covid-19"" and eventually embracing each other in arms is the most bizarre yet absolutely high point for this week."
670,2022-02-16 18:33:05,37874853,straits_times,Health Check Podcast: What does endemic Covid-19 mean?  
669,2022-02-16 18:33:08,37874853,straits_times,Ng Eng Hen says contracting Covid-19 was a 'five out of 10' compared with other flu  
668,2022-02-16 18:33:15,37874853,straits_times,"Up to 5 household visitors at a time, more VTLs to come: S'pore's new Covid-19 rules at a glance  "
667,2022-02-16 18:33:16,10872822,sehof,No plans to require second Covid-19 booster shot in Singapore: Kenneth Mak – The Straits Times  
666,2022-02-16 18:33:49,115624161,YahooSG,JUST IN: Close contacts of COVID-positive cases will be issued with the Health Risk Notice instead of a Health Risk Warning - from an order to an advisory.   
665,2022-02-16 18:34:46,1453990572,_rodahidup,Close contacts of COVID-19 cases to self-monitor for 5 days instead of 7 under revised 'health risk notice'     
664,2022-02-16 18:36:17,1453990572,_rodahidup,"South Korea's daily COVID-19 count tops 90,000, basketball league halted     "
663,2022-02-16 18:37:50,19013879,asiaonecom,11 things to know about Singapore's new Covid-19 rules    
662,2022-02-16 18:40:19,3000553520,satanurtira," Stay safe Rai &amp; family 💜 and be strong okay . Banyakkan makan apple hijau &amp;  Hot lemon tea for boost up energy lawan covid , based on family member kena covid sebelum ni  ✨"
661,2022-02-16 18:41:26,202551975,MiraHaris_,"How covid feels like? Mcm demam2 biasa, batuk, flu, sakit kepala, badan cepat penat. This is after 3 doses of vaccine. Can’t imagine if one have none."
660,2022-02-16 18:42:04,996685926985170944,eresantya,"stay safe and take care everyone! may Allah protect us and our loved one from covid, aamiin."
659,2022-02-16 18:44:18,27378369,Chinesepop,"Covid-19: Vaccines used in Malaysia are safe, says Khairy  "
658,2022-02-16 18:48:31,442989509,syahsamsudin,Wait kes covid harini 27k???? For reallll???
657,2022-02-16 18:49:32,34565395,thenewpaper,"Up to 5 household visitors at a time, more VTLs to come: New Covid-19 rules at a glance  "
656,2022-02-16 18:53:34,2809819734,MustShareNews,"There will be no more Health Risk Warning (HRW) for close contacts of those who test positive for Omicron Covid-19 strain. Instead, they will receive a Health Risk Notice (HRN) and have to self-monitor for 5 days, down from 7.     "
655,2022-02-16 18:56:03,34565395,thenewpaper,Ng Eng Hen says contracting Covid-19 was a five out of 10 compared with other flu  
654,2022-02-16 19:00:02,41085467,TODAYonline,"Omicron surge was more deadly in Japan after booster delay, critics say    "
653,2022-02-16 19:02:28,265979930,chatorageux," I think that these test centres are set up because ppl wanna get recognised as having covid. Then no need to do all the travel testing. If not, you think ppl wanna rush to the GP meh. Even if need to pay $15, ppl will 心甘情愿, cause will get to save so much more in the long run."
652,2022-02-16 19:02:39,2391772771,k1yb0ard,Europe Heads Back to Normal as Germany Joins End of Covid Curbs - Bloomberg  
651,2022-02-16 19:09:21,27378369,Chinesepop,"Up to 5 household visitors at a time, more VTLs to come: S'pore's new Covid-19 rules at a glance  "
650,2022-02-16 19:12:14,27378369,Chinesepop,"S'pore to simplify Covid-19 rules for gatherings, travel; up to 5 household visitors allowed at any one time per day  "
649,2022-02-16 19:13:24,23752464,DrakeLim,"  That’s why there are still sporadic infections in China. International students carry a huge risk in terms of infection, and Omicron’s infection rate is much higher than the previous strands"
648,2022-02-16 19:15:50,1315735242250973186,Akshat_World,"4/The Rich Get Richer dance continues:   US Politician, Elizabeth Warren explains how Rich Corporates post COVID are making even more profits.   But, passing on the costs (increased inflation) to customers.    "
647,2022-02-16 19:24:40,1014506208730886145,AnceArt,"Considering my MHW and Iceborn is still stuck on my PS4 back in Indo and COVID sucks, time to Rise then!"
646,2022-02-16 19:27:11,12744752,youthopiasg,"Starting from Feb 18, close contacts of COVID-19 patients will be issued with a health risk notice, which is two days shorter than the existing health risk warning.  "
645,2022-02-16 19:30:00,41085467,TODAYonline,New Zealand Covid-19 cases spike as anti-vaccine protesters claim win    
644,2022-02-16 19:31:44,296671812,sinaihara,"Up to 5 household visitors at a time, more VTLs to come: S'pore's new Covid-19 rules at a glance  "
643,2022-02-16 19:34:30,100277277,qazimzim, Almossstttt there. Esp since safe distancing’s like the biggest thing since COVID started.
642,2022-02-16 19:34:33,34565395,thenewpaper,"Malaysia reports record high of 27,831 Covid-19 cases, most with mild or no symptoms  "
641,2022-02-16 19:36:46,1219198777145249792,deeppaann,Extremely difficult for the Young Lions this.   Up to 7 players missing due to COVID-19 while there are several players within this squad who are unwell.   Kudos to the team for soldering on.
640,2022-02-16 19:37:05,8763932,cydonian," Meanwhile, the PM has decided he’s a Covid expert and won’t be taking a booster: “He says he is healthy and does not need to take it.”    Na khaunga, na khane doonga or something."
639,2022-02-16 19:39:33,1227245911815770112,singaporeIBC,Singapore aims to allow quarantine-free travel for all vaccinated visitors after omicron subsides   #Travel #Singapore #Healthcareindustry #AsiaEconomy
638,2022-02-16 19:42:02,1131352537,STForeignDesk,Asia's militaries hunt for smart buys amid Covid-19 funding crunch  
637,2022-02-16 19:42:04,1131352537,STForeignDesk,"Malaysia reports record high of 27,831 Covid-19 cases, most with mild or no symptoms  "
636,2022-02-16 19:42:08,1131352537,STForeignDesk,Europe heads back to normal as Germany joins end of Covid-19 curbs  
635,2022-02-16 19:45:19,557420335,birdyloving,  Ministers just went on the record. Omicron is mild. They're going to loosen the social distancing rules. It doesn't work and it doesn't matter.
634,2022-02-16 20:03:21,1165233120259395584,ijannn_, covid
633,2022-02-16 20:03:35,37874853,straits_times,Simplified Covid-19 rules: Goodbye X on seats and hello to BBQs by the beach  
632,2022-02-16 20:05:24,1420707491072020485,SGnode_ONT,"Accidental or deliberate? Regardless, for a dude complaining about how results are presented, he totally forgets to point out this represents more than twice as many children contracting covid."
631,2022-02-16 20:10:10,147159769,renewableworks,"COVID-19: Ong Ye Kung comments on the nearly 20,000 infections reported ...   via "
630,2022-02-16 20:12:30,855348149996724224,joeyat23," Mass graves in New York - 66,000 covid deaths. Hong Kong covid deaths - 224. Nightmarish stuff.  "
629,2022-02-16 20:12:47,20316363,kelbungy,Covid-19 visits. Now I’m the last man standing!  
628,2022-02-16 20:13:01,19013879,asiaonecom,"[ICYMI] Here are the top 5 things you need to know about the latest Covid-19 rules. For the other updates, read more:    "
627,2022-02-16 20:13:12,156370384,suppamaiii,"why are some people so insensitive when it comes to covid. the cases are rising and you’re out there saying “goodluck” like??? majority of the people out there are affected so badly by it, you might not be one of them “yet” or you’re just the lucky ones ig (cont)"
626,2022-02-16 20:15:12,1538421768,herniepotter,"with everyone, everywhere getting covid and if u still hvent get it, say alhamdulilah seriously 🙏🏻 this virus isnt a joke"
625,2022-02-16 20:15:38,38400130,ChannelNewsAsia,"Safe distancing, visitors at home: 5 things to know about Singapore's updated COVID-19 measures    "
624,2022-02-16 20:16:41,52541611,wangliyun5858,⚡️ “Hong Kong is overwhelmed by a Covid-19 outbreak” by  #cryptocurrency #BTC #COVID #Stock   
623,2022-02-16 20:17:18,156370384,suppamaiii,"but people around us, people we know, our closed ones, are all getting the virus, we pray that no one EVER catches it or pray that covid would come to an end but a “goodluck”? bruhh it’s like losing a job in pandemic and you saying “goodluck you can find another job”???"
622,2022-02-16 20:25:32,710769811186393088,SG_NewsGazette,"Pollution Causing More Deaths Than COVID, Action Needed, Says UN Expert  "
621,2022-02-16 20:25:39,41085467,TODAYonline,AT A GLANCE: More people with mild Covid-19 symptoms can be managed by their doctor under a change to protocols announced by MOH.  ➡️    
620,2022-02-16 20:28:19,1453990572,_rodahidup,"Safe distancing, visitors at home: 5 things to know about Singapore's updated COVID-19 measures      "
619,2022-02-16 20:30:00,41085467,TODAYonline,Malaysia reports record daily increase in Covid-19 cases    
618,2022-02-16 20:35:04,1285785612553863172,prosperusasia,   The market is expecting the US Federal Reserve (Fed) to kick off its tightening cycle in March with its first interest rate hike since before the onset of the COVID-19 pandemic.
617,2022-02-16 20:36:12,1453990572,_rodahidup,"Moderna, Pfizer stocks fall as Covid omicron wave subsides in U.S.   "
616,2022-02-16 20:40:09,1246460841936834560,m4s0hm4s,72 hrs of isolation is overbut still being a positive covid here .. have to isolate fr another 72 hrs if needed :( means no grad day .. yea im honestly breaking down soon tonight ..
615,2022-02-16 20:40:54,100373035,_sg2022, Booster taken % increased as well omicron mild effect .. still self care important .. 🙌
614,2022-02-16 20:42:04,1421349504054226946,trisyXzainiii,ape sia sume happy dpt covid😭
613,2022-02-16 20:45:50,44290654,yperic,"Singapore to streamline COVID-19 and border rules, announces new VTL with Hong Kong   via "
612,2022-02-16 20:48:34,180879859,maxwellcdavis,"     Funny thing is it wouldn't be possible without COVID - I'd be ironing a shirt, getting dressed and commuting to work!"
611,2022-02-16 20:49:25,44290654,yperic,"COVID-19: Ong Ye Kung comments on the nearly 20,000 infections reported on Feb 15   via "
610,2022-02-16 20:52:15,38400130,ChannelNewsAsia,"What should you do if you test ART positive or come in contact with a COVID-19 case? Here are Singapore's updated protocols, at a glance:    "
609,2022-02-16 20:53:45,44290654,yperic,COVID-19: Singapore to simplify rules for travellers coming into the country   via 
608,2022-02-16 20:55:57,898905284839563264,amrmkri,"Others at 29: Discussed about kids &amp; families  My friends &amp; I at 29: Discussed on covid self-test kit, covid cases with squidward voice  😂😂😂"
607,2022-02-16 20:56:23,115624161,YahooSG,No need for 4th COVID vaccine or 2nd booster in Singapore just yet: MOH top official  
606,2022-02-16 20:59:23,44290654,yperic,No plans to require second Covid-19 booster shot in Singapore: Kenneth Mak   via 
605,2022-02-16 21:00:00,41085467,TODAYonline,Xi Jinping tells Hong Kong's leaders to control Covid-19 as infections spiral    
604,2022-02-16 21:00:57,711460194862018560,SG_Uncensored,EASING OF COVID-19 RULES NO MORE SOCIAL DISTANCING WHEN WEARING MASK #Singapore #umbrage #spore #uncensored  
603,2022-02-16 21:01:31,2166197803,mdxmmxr,"Well, a lot of people are getting covid like it's a trend now. I guess they are really pushing for it to be a norm. Things are slowly going back to normal which is nice :)"
602,2022-02-16 21:06:00,1152248813454708736,Kailasa_SG,Can You Get Omicron Again? | Current State Of The World As Revealed By Parashakti | 16 Feb 2022 | #LFC #Hindu  #Hinduism  
601,2022-02-16 21:06:05,34565395,thenewpaper,"Simplified Covid-19 rules: Goodbye X on seats, hello to BBQs by the beach  "
600,2022-02-16 21:11:47,27378369,Chinesepop,[FULL] Singapore's latest changes not to ease but to simplify Covid-19 r...   via 
599,2022-02-16 21:12:01,852097844,irdznm,"The Government didn’t receive the memo that there had been a lot of variants in just 2 years &amp; Omicron won’t be the last. You just need one superhuman mutant to turn this virus a deadly one.   I am praying for everyone, especially the nurses and doctors.  "
598,2022-02-16 21:12:38,2369840240,TheycallmemrQ," I think hospital numbers / ICU admissions and death rates are much more important stats, since most Omicron cases (which are driving the wave) are mild (Cat 1 &amp; 2)"
597,2022-02-16 21:13:30,27378369,Chinesepop,"Singapore to streamline COVID-19 and border rules, announces new VTL wit...   via "
596,2022-02-16 21:20:45,41085467,TODAYonline,AT A GLANCE: MOH announced an update on current Covid-19 rules to make them “simpler to understand and comply with”. What are the changes?   Find out more:    
595,2022-02-16 21:20:57,52541611,wangliyun5858,⚡️ “A Russian invasion of Ukraine could rock stock markets and send energy prices soaring. Here's what Wall Street strategists are telling their clients.” by  #cryptocurrency #BTC #COVID #Stock  
594,2022-02-16 21:32:09,41085467,TODAYonline,"WATCH: Finance Minister Lawrence Wong stressed that the latest changes to the Covid-19 regulations represent a ""streamlining or rationalisation"", not easing. Read more:    "
593,2022-02-16 21:32:22,1381869417013764100,midokter,"Singapore Sling  19,420 new Covid-19 cases in Singapore, 1,355 patients hospitalised, 7 deaths   "
592,2022-02-16 21:33:53,1288812682473160705,sxaxuxrx,later covid knn
591,2022-02-16 21:35:59,41085467,TODAYonline,"WATCH: Health Minister Ong Ye Kung said that with the new Covid-19 rules, the Government will ""no longer forbid practices that actually do not make a material difference to the pandemic, but which we are observing very strictly"". Read more:    "
590,2022-02-16 21:36:17,1642135962,BBCNewsAsia,Covid: Hong Kong's hospitals overwhelmed amid spike in cases  
589,2022-02-16 21:37:11,815066809,ofmeowandbake,Lol my office announced fully wfh yesterday. WHATEVER LAH TELL ME WHEN WE NO LONGER NEED TO WEAR MASKS! - Singapore to simplify COVID-19 rules; safe distancing no longer required when wearing masks - CNA  
588,2022-02-16 21:39:36,202702882,WtfIsKhairul,For real been 2 years since I did any semblance of exercise. Might not die of covid but this heart attack waiting patiently.
587,2022-02-16 21:41:58,19013879,asiaonecom,BTS to hit the stage in South Korea for first time since Covid-19 began    
586,2022-02-16 21:45:51,947653349301559296,Peter50001041,"  But his investment is to look for preventative Covid-19 options. He is the major shareholder and so far is in the ""hole"" for over €50 million I think."
585,2022-02-16 21:48:14,4816560673,shengsterrr,  ayo just give it to him dude hes in the covid dao
584,2022-02-16 21:50:27,3013411818,hafizahcheese,Covid pls dont come to me
583,2022-02-16 21:50:41,3013411818,hafizahcheese,I believe covid wont come to me
582,2022-02-16 21:55:43,3138213894,fattyerwin,last day of intern today cos someone got covid 😅😅😅
581,2022-02-16 21:57:54,235360729,mingweifoo, I am just glad Ucchi is all right and is not COVID positive. It’s all right Ucchi.
580,2022-02-16 22:01:22,857740573720981505,OurTampinesHub,Check out the streamlined Covid-19 measures at Our Tampines Hub.  You can read more from the Straits Times news on some of the key changes to Singapore’s Covid-19 rules implemented by the Multi-Ministerial Task Force as announced today (16 Feb).     
579,2022-02-16 22:02:07,593634252,sihapijarose,Covid is just next door to me.
578,2022-02-16 22:05:29,46570604,VivianBala,Honoured to call on Prime Minister Hun Sen today. We reaffirmed Singapore and Cambodia’s long-standing ties. I congratulated PM Hun Sen on Cambodia’s successful management of the COVID-19 pandemic in the past two years. 🇸🇬🇰🇭  
577,2022-02-16 22:06:34,37874853,straits_times,Singapore's Covid-19 rules to focus on 5 effective measures like group size and safe distancing  
576,2022-02-16 22:07:12,4728285137,carolineleiwee,"At some point, for the sake of cat safety, we closed all windows except for a (meshed) one. I started feeling short of breath at night. Initially thought it was COVID-related, then got a CO2 monitor. Indeed CO2 levels were rising to ~800+ ppm at night - safe but uncomfortable 🥵"
575,2022-02-16 22:14:43,1281221473408032773,cutesmolgirl,"“covid can heal, depression no” syuk 2022"
574,2022-02-16 22:19:56,42584365,ASvanevik,What’s the next fear hype after covid and Ukraine?
573,2022-02-16 22:21:25,573100640,SixStoneJars1,"S'pore's new Covid-19 rules to focus on 5 effective measures, including group size, safe distancing - The Straits Times  "
572,2022-02-16 22:30:58,115624161,YahooSG,COVID: Bali welcomes back tourists with first international flight  
571,2022-02-16 22:32:24,14081775,AskRealtorMani,"Europe heads back to normal as Germany joins end of Covid-19 curbs  February 16, 2022 7:32 PMMost of Germany's Covid-19 curbs will be rolled back in three stages by March 20.     "
570,2022-02-16 22:35:35,893688007571550208,ndamn_,my goodness can covid just end alr
